,0
3007,"{'label': 'NEU', 'score': 0.8110480308532715}"
3008,"{'label': 'NEU', 'score': 0.8110480308532715}"
3009,"{'label': 'NEG', 'score': 0.9706534147262573}"
3010,"{'label': 'NEU', 'score': 0.9610455632209778}"
3011,"{'label': 'POS', 'score': 0.9714900851249695}"
3012,"{'label': 'NEU', 'score': 0.8408178091049194}"
3013,"{'label': 'NEU', 'score': 0.7636460065841675}"
3014,"{'label': 'POS', 'score': 0.8746095895767212}"
3015,"{'label': 'NEU', 'score': 0.8950791954994202}"
3016,"{'label': 'NEU', 'score': 0.9673141241073608}"
3017,"{'label': 'NEU', 'score': 0.9673141241073608}"
3018,"{'label': 'NEU', 'score': 0.9673141241073608}"
3019,"{'label': 'NEU', 'score': 0.9673141241073608}"
3020,"{'label': 'NEU', 'score': 0.9673141241073608}"
3021,"{'label': 'NEU', 'score': 0.9256075620651245}"
3022,"{'label': 'NEU', 'score': 0.9208110570907593}"
3023,"{'label': 'POS', 'score': 0.9190477132797241}"
3024,"{'label': 'NEU', 'score': 0.880194902420044}"
3025,"{'label': 'NEG', 'score': 0.5447614789009094}"
3026,"{'label': 'NEU', 'score': 0.959012508392334}"
3027,"{'label': 'NEU', 'score': 0.880194902420044}"
3028,"{'label': 'NEG', 'score': 0.5447614789009094}"
3029,"{'label': 'NEU', 'score': 0.959012508392334}"
3030,"{'label': 'NEU', 'score': 0.880194902420044}"
3031,"{'label': 'NEG', 'score': 0.5447614789009094}"
3032,"{'label': 'NEU', 'score': 0.959012508392334}"
3033,"{'label': 'NEU', 'score': 0.880194902420044}"
3034,"{'label': 'NEG', 'score': 0.5447614789009094}"
3035,"{'label': 'NEU', 'score': 0.959012508392334}"
3036,"{'label': 'POS', 'score': 0.9034465551376343}"
3037,"{'label': 'NEG', 'score': 0.9482974410057068}"
3038,"{'label': 'NEU', 'score': 0.7339272499084473}"
3039,"{'label': 'NEU', 'score': 0.9720842838287354}"
3040,"{'label': 'NEU', 'score': 0.9577738642692566}"
3041,"{'label': 'POS', 'score': 0.9833635091781616}"
3042,"{'label': 'NEU', 'score': 0.7677090764045715}"
3043,"{'label': 'NEU', 'score': 0.9657434821128845}"
3044,"{'label': 'NEU', 'score': 0.9144216775894165}"
3045,"{'label': 'POS', 'score': 0.9833635091781616}"
3046,"{'label': 'NEU', 'score': 0.7677090764045715}"
3047,"{'label': 'NEU', 'score': 0.9657434821128845}"
3048,"{'label': 'NEU', 'score': 0.9144216775894165}"
3049,"{'label': 'POS', 'score': 0.9833635091781616}"
3050,"{'label': 'NEU', 'score': 0.7677090764045715}"
3051,"{'label': 'NEU', 'score': 0.9657434821128845}"
3052,"{'label': 'NEU', 'score': 0.9144216775894165}"
3053,"{'label': 'POS', 'score': 0.9833635091781616}"
3054,"{'label': 'NEU', 'score': 0.7677090764045715}"
3055,"{'label': 'NEU', 'score': 0.9657434821128845}"
3056,"{'label': 'NEU', 'score': 0.9144216775894165}"
3057,"{'label': 'NEU', 'score': 0.9464353919029236}"
3058,"{'label': 'NEU', 'score': 0.8329247236251831}"
3059,"{'label': 'NEG', 'score': 0.751970112323761}"
3060,"{'label': 'NEU', 'score': 0.9536519646644592}"
3061,"{'label': 'NEU', 'score': 0.9223589301109314}"
3062,"{'label': 'NEU', 'score': 0.950086236000061}"
3063,"{'label': 'NEU', 'score': 0.7766388058662415}"
3064,"{'label': 'NEU', 'score': 0.8434076309204102}"
3065,"{'label': 'POS', 'score': 0.9172289371490479}"
3066,"{'label': 'NEU', 'score': 0.5801825523376465}"
3067,"{'label': 'POS', 'score': 0.8183096051216125}"
3068,"{'label': 'NEU', 'score': 0.9473369717597961}"
3069,"{'label': 'NEU', 'score': 0.9728557467460632}"
3070,"{'label': 'NEU', 'score': 0.9574228525161743}"
3071,"{'label': 'NEU', 'score': 0.9728557467460632}"
3072,"{'label': 'NEU', 'score': 0.9574228525161743}"
3073,"{'label': 'NEU', 'score': 0.9594907760620117}"
3074,"{'label': 'NEU', 'score': 0.975543200969696}"
3075,"{'label': 'NEU', 'score': 0.7094398140907288}"
3076,"{'label': 'NEU', 'score': 0.9591928720474243}"
3077,"{'label': 'NEU', 'score': 0.9728557467460632}"
3078,"{'label': 'NEU', 'score': 0.9574228525161743}"
3079,"{'label': 'NEU', 'score': 0.9594907760620117}"
3080,"{'label': 'NEU', 'score': 0.975543200969696}"
3081,"{'label': 'NEU', 'score': 0.7094398140907288}"
3082,"{'label': 'NEU', 'score': 0.9591928720474243}"
3083,"{'label': 'NEU', 'score': 0.9728557467460632}"
3084,"{'label': 'NEU', 'score': 0.9574228525161743}"
3085,"{'label': 'NEU', 'score': 0.9594907760620117}"
3086,"{'label': 'NEU', 'score': 0.975543200969696}"
3087,"{'label': 'NEU', 'score': 0.7094398140907288}"
3088,"{'label': 'NEU', 'score': 0.9591928720474243}"
3089,"{'label': 'NEU', 'score': 0.9594907760620117}"
3090,"{'label': 'NEU', 'score': 0.975543200969696}"
3091,"{'label': 'NEU', 'score': 0.7094398140907288}"
3092,"{'label': 'NEU', 'score': 0.9591928720474243}"
3093,"{'label': 'NEU', 'score': 0.9728557467460632}"
3094,"{'label': 'NEU', 'score': 0.9574228525161743}"
3095,"{'label': 'NEU', 'score': 0.8786299824714661}"
3096,"{'label': 'NEU', 'score': 0.936233401298523}"
3097,"{'label': 'NEU', 'score': 0.8795770406723022}"
3098,"{'label': 'NEU', 'score': 0.9274389147758484}"
3099,"{'label': 'NEU', 'score': 0.8369399309158325}"
3100,"{'label': 'NEU', 'score': 0.9481068849563599}"
3101,"{'label': 'NEU', 'score': 0.9207064509391785}"
3102,"{'label': 'NEU', 'score': 0.7833091616630554}"
3103,"{'label': 'NEU', 'score': 0.9761521220207214}"
3104,"{'label': 'NEU', 'score': 0.9329779148101807}"
3105,"{'label': 'NEU', 'score': 0.9347491264343262}"
3106,"{'label': 'NEU', 'score': 0.7362144589424133}"
3107,"{'label': 'POS', 'score': 0.986474335193634}"
3108,"{'label': 'NEG', 'score': 0.9538799524307251}"
3109,"{'label': 'NEU', 'score': 0.9709392189979553}"
3110,"{'label': 'NEU', 'score': 0.9709392189979553}"
3111,"{'label': 'NEU', 'score': 0.9325453042984009}"
3112,"{'label': 'POS', 'score': 0.9756172895431519}"
3113,"{'label': 'POS', 'score': 0.9868534803390503}"
3114,"{'label': 'NEU', 'score': 0.9264610409736633}"
3115,"{'label': 'NEU', 'score': 0.9709392189979553}"
3116,"{'label': 'NEU', 'score': 0.9325453042984009}"
3117,"{'label': 'POS', 'score': 0.9756172895431519}"
3118,"{'label': 'POS', 'score': 0.9868534803390503}"
3119,"{'label': 'NEU', 'score': 0.9264610409736633}"
3120,"{'label': 'NEU', 'score': 0.9709392189979553}"
3121,"{'label': 'NEU', 'score': 0.9325453042984009}"
3122,"{'label': 'POS', 'score': 0.9756172895431519}"
3123,"{'label': 'POS', 'score': 0.9868534803390503}"
3124,"{'label': 'NEU', 'score': 0.9264610409736633}"
3125,"{'label': 'NEU', 'score': 0.9325453042984009}"
3126,"{'label': 'POS', 'score': 0.9756172895431519}"
3127,"{'label': 'POS', 'score': 0.9868534803390503}"
3128,"{'label': 'NEU', 'score': 0.9264610409736633}"
3129,"{'label': 'NEU', 'score': 0.9709392189979553}"
3130,"{'label': 'NEU', 'score': 0.85721355676651}"
3131,"{'label': 'NEU', 'score': 0.95977783203125}"
3132,"{'label': 'NEU', 'score': 0.8586047887802124}"
3133,"{'label': 'NEU', 'score': 0.6813769936561584}"
3134,"{'label': 'NEU', 'score': 0.9749489426612854}"
3135,"{'label': 'NEU', 'score': 0.7704234719276428}"
3136,"{'label': 'POS', 'score': 0.9515422582626343}"
3137,"{'label': 'NEU', 'score': 0.9749489426612854}"
3138,"{'label': 'NEU', 'score': 0.7704234719276428}"
3139,"{'label': 'POS', 'score': 0.9515422582626343}"
3140,"{'label': 'NEU', 'score': 0.8569352626800537}"
3141,"{'label': 'NEG', 'score': 0.5397711396217346}"
3142,"{'label': 'POS', 'score': 0.9200247526168823}"
3143,"{'label': 'POS', 'score': 0.9882054328918457}"
3144,"{'label': 'NEU', 'score': 0.9749489426612854}"
3145,"{'label': 'NEU', 'score': 0.7704234719276428}"
3146,"{'label': 'POS', 'score': 0.9515422582626343}"
3147,"{'label': 'NEU', 'score': 0.8569352626800537}"
3148,"{'label': 'NEG', 'score': 0.5397711396217346}"
3149,"{'label': 'POS', 'score': 0.9200247526168823}"
3150,"{'label': 'POS', 'score': 0.9882054328918457}"
3151,"{'label': 'NEU', 'score': 0.9749489426612854}"
3152,"{'label': 'NEU', 'score': 0.7704234719276428}"
3153,"{'label': 'POS', 'score': 0.9515422582626343}"
3154,"{'label': 'NEU', 'score': 0.8569352626800537}"
3155,"{'label': 'NEG', 'score': 0.5397711396217346}"
3156,"{'label': 'POS', 'score': 0.9200247526168823}"
3157,"{'label': 'POS', 'score': 0.9882054328918457}"
3158,"{'label': 'NEU', 'score': 0.8569352626800537}"
3159,"{'label': 'NEG', 'score': 0.5397711396217346}"
3160,"{'label': 'POS', 'score': 0.9200247526168823}"
3161,"{'label': 'POS', 'score': 0.9882054328918457}"
3162,"{'label': 'NEU', 'score': 0.9749489426612854}"
3163,"{'label': 'NEU', 'score': 0.7704234719276428}"
3164,"{'label': 'POS', 'score': 0.9515422582626343}"
3165,"{'label': 'NEG', 'score': 0.6186404228210449}"
3166,"{'label': 'POS', 'score': 0.9740270376205444}"
3167,"{'label': 'NEU', 'score': 0.8439565896987915}"
3168,"{'label': 'POS', 'score': 0.9609496593475342}"
3169,"{'label': 'NEU', 'score': 0.9632980823516846}"
3170,"{'label': 'POS', 'score': 0.7301195859909058}"
3171,"{'label': 'NEU', 'score': 0.9459217190742493}"
3172,"{'label': 'NEU', 'score': 0.9632980823516846}"
3173,"{'label': 'POS', 'score': 0.7301195859909058}"
3174,"{'label': 'NEU', 'score': 0.9459217190742493}"
3175,"{'label': 'NEU', 'score': 0.7854557037353516}"
3176,"{'label': 'POS', 'score': 0.9718766808509827}"
3177,"{'label': 'NEU', 'score': 0.9771865606307983}"
3178,"{'label': 'NEU', 'score': 0.9604224562644958}"
3179,"{'label': 'POS', 'score': 0.9602813720703125}"
3180,"{'label': 'NEU', 'score': 0.9632980823516846}"
3181,"{'label': 'POS', 'score': 0.7301195859909058}"
3182,"{'label': 'NEU', 'score': 0.9459217190742493}"
3183,"{'label': 'NEU', 'score': 0.7854557037353516}"
3184,"{'label': 'POS', 'score': 0.9718766808509827}"
3185,"{'label': 'NEU', 'score': 0.9771865606307983}"
3186,"{'label': 'NEU', 'score': 0.9604224562644958}"
3187,"{'label': 'POS', 'score': 0.9602813720703125}"
3188,"{'label': 'NEU', 'score': 0.9632980823516846}"
3189,"{'label': 'POS', 'score': 0.7301195859909058}"
3190,"{'label': 'NEU', 'score': 0.9459217190742493}"
3191,"{'label': 'NEU', 'score': 0.7854557037353516}"
3192,"{'label': 'POS', 'score': 0.9718766808509827}"
3193,"{'label': 'NEU', 'score': 0.9771865606307983}"
3194,"{'label': 'NEU', 'score': 0.9604224562644958}"
3195,"{'label': 'POS', 'score': 0.9602813720703125}"
3196,"{'label': 'NEU', 'score': 0.7854557037353516}"
3197,"{'label': 'POS', 'score': 0.9718766808509827}"
3198,"{'label': 'NEU', 'score': 0.9771865606307983}"
3199,"{'label': 'NEU', 'score': 0.9604224562644958}"
3200,"{'label': 'POS', 'score': 0.9602813720703125}"
3201,"{'label': 'NEU', 'score': 0.9632980823516846}"
3202,"{'label': 'POS', 'score': 0.7301195859909058}"
3203,"{'label': 'NEU', 'score': 0.9459217190742493}"
3204,"{'label': 'POS', 'score': 0.7712754011154175}"
3205,"{'label': 'POS', 'score': 0.9596225023269653}"
3206,"{'label': 'NEU', 'score': 0.9595635533332825}"
3207,"{'label': 'NEU', 'score': 0.9086819291114807}"
3208,"{'label': 'NEG', 'score': 0.9292848706245422}"
3209,"{'label': 'NEU', 'score': 0.9560826420783997}"
3210,"{'label': 'NEU', 'score': 0.9631541967391968}"
3211,"{'label': 'NEG', 'score': 0.5229779481887817}"
3212,"{'label': 'NEU', 'score': 0.9364686608314514}"
3213,"{'label': 'NEU', 'score': 0.8807690143585205}"
3214,"{'label': 'NEU', 'score': 0.9478229880332947}"
3215,"{'label': 'NEG', 'score': 0.7490687370300293}"
3216,"{'label': 'NEU', 'score': 0.9566085934638977}"
3217,"{'label': 'NEG', 'score': 0.9457829594612122}"
3218,"{'label': 'NEU', 'score': 0.9665927290916443}"
3219,"{'label': 'POS', 'score': 0.9896152019500732}"
3220,"{'label': 'NEU', 'score': 0.6171938180923462}"
3221,"{'label': 'NEU', 'score': 0.9720098376274109}"
3222,"{'label': 'NEU', 'score': 0.9483153820037842}"
3223,"{'label': 'NEU', 'score': 0.9210513830184937}"
3224,"{'label': 'POS', 'score': 0.9656662940979004}"
3225,"{'label': 'NEG', 'score': 0.7490687370300293}"
3226,"{'label': 'NEU', 'score': 0.9566085934638977}"
3227,"{'label': 'NEG', 'score': 0.9457829594612122}"
3228,"{'label': 'NEU', 'score': 0.9665927290916443}"
3229,"{'label': 'POS', 'score': 0.9896152019500732}"
3230,"{'label': 'NEU', 'score': 0.6171938180923462}"
3231,"{'label': 'NEU', 'score': 0.9720098376274109}"
3232,"{'label': 'NEU', 'score': 0.9483153820037842}"
3233,"{'label': 'NEU', 'score': 0.9210513830184937}"
3234,"{'label': 'POS', 'score': 0.9656662940979004}"
3235,"{'label': 'NEU', 'score': 0.7698216438293457}"
3236,"{'label': 'NEU', 'score': 0.7857269644737244}"
3237,"{'label': 'NEG', 'score': 0.7490687370300293}"
3238,"{'label': 'NEU', 'score': 0.9566085934638977}"
3239,"{'label': 'NEG', 'score': 0.9457829594612122}"
3240,"{'label': 'NEU', 'score': 0.9665927290916443}"
3241,"{'label': 'POS', 'score': 0.9896152019500732}"
3242,"{'label': 'NEU', 'score': 0.6171938180923462}"
3243,"{'label': 'NEU', 'score': 0.9720098376274109}"
3244,"{'label': 'NEU', 'score': 0.9483153820037842}"
3245,"{'label': 'NEU', 'score': 0.9210513830184937}"
3246,"{'label': 'POS', 'score': 0.9656662940979004}"
3247,"{'label': 'NEU', 'score': 0.7698216438293457}"
3248,"{'label': 'NEU', 'score': 0.7857269644737244}"
3249,"{'label': 'NEG', 'score': 0.7490687370300293}"
3250,"{'label': 'NEU', 'score': 0.9566085934638977}"
3251,"{'label': 'NEG', 'score': 0.9457829594612122}"
3252,"{'label': 'NEU', 'score': 0.9665927290916443}"
3253,"{'label': 'POS', 'score': 0.9896152019500732}"
3254,"{'label': 'NEU', 'score': 0.6171938180923462}"
3255,"{'label': 'NEU', 'score': 0.9720098376274109}"
3256,"{'label': 'NEU', 'score': 0.9483153820037842}"
3257,"{'label': 'NEU', 'score': 0.9210513830184937}"
3258,"{'label': 'POS', 'score': 0.9656662940979004}"
3259,"{'label': 'NEU', 'score': 0.7698216438293457}"
3260,"{'label': 'NEU', 'score': 0.7857269644737244}"
3261,"{'label': 'NEU', 'score': 0.7698216438293457}"
3262,"{'label': 'NEU', 'score': 0.7857269644737244}"
3263,"{'label': 'NEG', 'score': 0.7490687370300293}"
3264,"{'label': 'NEU', 'score': 0.9566085934638977}"
3265,"{'label': 'NEG', 'score': 0.9457829594612122}"
3266,"{'label': 'NEU', 'score': 0.9665927290916443}"
3267,"{'label': 'POS', 'score': 0.9896152019500732}"
3268,"{'label': 'NEU', 'score': 0.6171938180923462}"
3269,"{'label': 'NEU', 'score': 0.9720098376274109}"
3270,"{'label': 'NEU', 'score': 0.9483153820037842}"
3271,"{'label': 'NEU', 'score': 0.9210513830184937}"
3272,"{'label': 'POS', 'score': 0.9656662940979004}"
3273,"{'label': 'NEU', 'score': 0.7372456192970276}"
3274,"{'label': 'NEU', 'score': 0.9291714429855347}"
3275,"{'label': 'NEU', 'score': 0.9465764760971069}"
3276,"{'label': 'NEU', 'score': 0.8822216391563416}"
3277,"{'label': 'NEU', 'score': 0.5780548453330994}"
3278,"{'label': 'NEU', 'score': 0.9626563787460327}"
3279,"{'label': 'NEU', 'score': 0.9370964169502258}"
3280,"{'label': 'NEU', 'score': 0.506992518901825}"
3281,"{'label': 'NEU', 'score': 0.9629132151603699}"
3282,"{'label': 'NEU', 'score': 0.8814090490341187}"
3283,"{'label': 'NEU', 'score': 0.8710277676582336}"
3284,"{'label': 'NEU', 'score': 0.718346893787384}"
3285,"{'label': 'NEU', 'score': 0.9559140801429749}"
3286,"{'label': 'NEU', 'score': 0.8763246536254883}"
3287,"{'label': 'NEU', 'score': 0.8895119428634644}"
3288,"{'label': 'POS', 'score': 0.7984175682067871}"
3289,"{'label': 'NEU', 'score': 0.8595365285873413}"
3290,"{'label': 'NEU', 'score': 0.973115861415863}"
3291,"{'label': 'NEG', 'score': 0.9608185291290283}"
3292,"{'label': 'NEU', 'score': 0.9498952031135559}"
3293,"{'label': 'NEU', 'score': 0.9446078538894653}"
3294,"{'label': 'NEU', 'score': 0.8226615190505981}"
3295,"{'label': 'POS', 'score': 0.9768363833427429}"
3296,"{'label': 'NEU', 'score': 0.9318651556968689}"
3297,"{'label': 'NEU', 'score': 0.9633358120918274}"
3298,"{'label': 'NEG', 'score': 0.9608185291290283}"
3299,"{'label': 'NEU', 'score': 0.9498952031135559}"
3300,"{'label': 'NEU', 'score': 0.9446078538894653}"
3301,"{'label': 'NEU', 'score': 0.8226615190505981}"
3302,"{'label': 'POS', 'score': 0.9768363833427429}"
3303,"{'label': 'NEU', 'score': 0.9318651556968689}"
3304,"{'label': 'NEU', 'score': 0.9633358120918274}"
3305,"{'label': 'NEU', 'score': 0.9197140336036682}"
3306,"{'label': 'NEU', 'score': 0.8868619203567505}"
3307,"{'label': 'NEU', 'score': 0.9543944597244263}"
3308,"{'label': 'NEG', 'score': 0.9608185291290283}"
3309,"{'label': 'NEU', 'score': 0.9498952031135559}"
3310,"{'label': 'NEU', 'score': 0.9446078538894653}"
3311,"{'label': 'NEU', 'score': 0.8226615190505981}"
3312,"{'label': 'POS', 'score': 0.9768363833427429}"
3313,"{'label': 'NEU', 'score': 0.9318651556968689}"
3314,"{'label': 'NEU', 'score': 0.9633358120918274}"
3315,"{'label': 'NEU', 'score': 0.9197140336036682}"
3316,"{'label': 'NEU', 'score': 0.8868619203567505}"
3317,"{'label': 'NEU', 'score': 0.9543944597244263}"
3318,"{'label': 'NEG', 'score': 0.9608185291290283}"
3319,"{'label': 'NEU', 'score': 0.9498952031135559}"
3320,"{'label': 'NEU', 'score': 0.9446078538894653}"
3321,"{'label': 'NEU', 'score': 0.8226615190505981}"
3322,"{'label': 'POS', 'score': 0.9768363833427429}"
3323,"{'label': 'NEU', 'score': 0.9318651556968689}"
3324,"{'label': 'NEU', 'score': 0.9633358120918274}"
3325,"{'label': 'NEU', 'score': 0.9197140336036682}"
3326,"{'label': 'NEU', 'score': 0.8868619203567505}"
3327,"{'label': 'NEU', 'score': 0.9543944597244263}"
3328,"{'label': 'NEU', 'score': 0.9197140336036682}"
3329,"{'label': 'NEU', 'score': 0.8868619203567505}"
3330,"{'label': 'NEU', 'score': 0.9543944597244263}"
3331,"{'label': 'NEG', 'score': 0.9608185291290283}"
3332,"{'label': 'NEU', 'score': 0.9498952031135559}"
3333,"{'label': 'NEU', 'score': 0.9446078538894653}"
3334,"{'label': 'NEU', 'score': 0.8226615190505981}"
3335,"{'label': 'POS', 'score': 0.9768363833427429}"
3336,"{'label': 'NEU', 'score': 0.9318651556968689}"
3337,"{'label': 'NEU', 'score': 0.9633358120918274}"
3338,"{'label': 'NEU', 'score': 0.8860175609588623}"
3339,"{'label': 'POS', 'score': 0.9408648610115051}"
3340,"{'label': 'NEU', 'score': 0.7151601910591125}"
3341,"{'label': 'NEU', 'score': 0.9572370648384094}"
3342,"{'label': 'NEU', 'score': 0.9156361818313599}"
3343,"{'label': 'NEU', 'score': 0.6515504717826843}"
3344,"{'label': 'NEU', 'score': 0.8843652606010437}"
3345,"{'label': 'NEU', 'score': 0.8642618060112}"
3346,"{'label': 'POS', 'score': 0.6218543648719788}"
3347,"{'label': 'NEU', 'score': 0.7443454265594482}"
3348,"{'label': 'NEU', 'score': 0.8325634598731995}"
3349,"{'label': 'NEU', 'score': 0.5603048801422119}"
3350,"{'label': 'POS', 'score': 0.8012387752532959}"
3351,"{'label': 'NEU', 'score': 0.9207587838172913}"
3352,"{'label': 'NEU', 'score': 0.9272931218147278}"
3353,"{'label': 'NEU', 'score': 0.8049359917640686}"
3354,"{'label': 'NEU', 'score': 0.5802764892578125}"
3355,"{'label': 'POS', 'score': 0.8616192936897278}"
3356,"{'label': 'NEU', 'score': 0.8480134010314941}"
3357,"{'label': 'POS', 'score': 0.9525121450424194}"
3358,"{'label': 'NEU', 'score': 0.787716805934906}"
3359,"{'label': 'NEU', 'score': 0.8592981696128845}"
3360,"{'label': 'NEU', 'score': 0.805845320224762}"
3361,"{'label': 'POS', 'score': 0.8616192936897278}"
3362,"{'label': 'NEU', 'score': 0.8480134010314941}"
3363,"{'label': 'POS', 'score': 0.9525121450424194}"
3364,"{'label': 'NEU', 'score': 0.787716805934906}"
3365,"{'label': 'NEU', 'score': 0.8592981696128845}"
3366,"{'label': 'NEU', 'score': 0.805845320224762}"
3367,"{'label': 'NEU', 'score': 0.9198071360588074}"
3368,"{'label': 'NEU', 'score': 0.901181161403656}"
3369,"{'label': 'POS', 'score': 0.8616192936897278}"
3370,"{'label': 'NEU', 'score': 0.8480134010314941}"
3371,"{'label': 'POS', 'score': 0.9525121450424194}"
3372,"{'label': 'NEU', 'score': 0.787716805934906}"
3373,"{'label': 'NEU', 'score': 0.8592981696128845}"
3374,"{'label': 'NEU', 'score': 0.805845320224762}"
3375,"{'label': 'NEU', 'score': 0.9198071360588074}"
3376,"{'label': 'NEU', 'score': 0.901181161403656}"
3377,"{'label': 'POS', 'score': 0.8616192936897278}"
3378,"{'label': 'NEU', 'score': 0.8480134010314941}"
3379,"{'label': 'POS', 'score': 0.9525121450424194}"
3380,"{'label': 'NEU', 'score': 0.787716805934906}"
3381,"{'label': 'NEU', 'score': 0.8592981696128845}"
3382,"{'label': 'NEU', 'score': 0.805845320224762}"
3383,"{'label': 'NEU', 'score': 0.9198071360588074}"
3384,"{'label': 'NEU', 'score': 0.901181161403656}"
3385,"{'label': 'NEU', 'score': 0.9198071360588074}"
3386,"{'label': 'NEU', 'score': 0.901181161403656}"
3387,"{'label': 'POS', 'score': 0.8616192936897278}"
3388,"{'label': 'NEU', 'score': 0.8480134010314941}"
3389,"{'label': 'POS', 'score': 0.9525121450424194}"
3390,"{'label': 'NEU', 'score': 0.787716805934906}"
3391,"{'label': 'NEU', 'score': 0.8592981696128845}"
3392,"{'label': 'NEU', 'score': 0.805845320224762}"
3393,"{'label': 'POS', 'score': 0.9824178814888}"
3394,"{'label': 'NEU', 'score': 0.7648939490318298}"
3395,"{'label': 'POS', 'score': 0.9190647006034851}"
3396,"{'label': 'NEU', 'score': 0.9155285358428955}"
3397,"{'label': 'NEU', 'score': 0.9377841949462891}"
3398,"{'label': 'NEU', 'score': 0.8868430852890015}"
3399,"{'label': 'NEU', 'score': 0.9241970181465149}"
3400,"{'label': 'NEU', 'score': 0.9702257513999939}"
3401,"{'label': 'NEU', 'score': 0.9598397612571716}"
3402,"{'label': 'POS', 'score': 0.9914381504058838}"
3403,"{'label': 'NEU', 'score': 0.9696696400642395}"
3404,"{'label': 'NEU', 'score': 0.9560974836349487}"
3405,"{'label': 'NEU', 'score': 0.8668990731239319}"
3406,"{'label': 'NEU', 'score': 0.9363591074943542}"
3407,"{'label': 'NEU', 'score': 0.7414216995239258}"
3408,"{'label': 'NEU', 'score': 0.9261515140533447}"
3409,"{'label': 'NEU', 'score': 0.9495889544487}"
3410,"{'label': 'NEU', 'score': 0.9381793737411499}"
3411,"{'label': 'NEU', 'score': 0.671814501285553}"
3412,"{'label': 'NEU', 'score': 0.9261515140533447}"
3413,"{'label': 'NEU', 'score': 0.9495889544487}"
3414,"{'label': 'NEU', 'score': 0.9381793737411499}"
3415,"{'label': 'NEU', 'score': 0.671814501285553}"
3416,"{'label': 'NEG', 'score': 0.8527688384056091}"
3417,"{'label': 'NEU', 'score': 0.9451611638069153}"
3418,"{'label': 'POS', 'score': 0.9544233083724976}"
3419,"{'label': 'NEU', 'score': 0.9261515140533447}"
3420,"{'label': 'NEU', 'score': 0.9495889544487}"
3421,"{'label': 'NEU', 'score': 0.9381793737411499}"
3422,"{'label': 'NEU', 'score': 0.671814501285553}"
3423,"{'label': 'NEG', 'score': 0.8527688384056091}"
3424,"{'label': 'NEU', 'score': 0.9451611638069153}"
3425,"{'label': 'POS', 'score': 0.9544233083724976}"
3426,"{'label': 'NEU', 'score': 0.9261515140533447}"
3427,"{'label': 'NEU', 'score': 0.9495889544487}"
3428,"{'label': 'NEU', 'score': 0.9381793737411499}"
3429,"{'label': 'NEU', 'score': 0.671814501285553}"
3430,"{'label': 'NEG', 'score': 0.8527688384056091}"
3431,"{'label': 'NEU', 'score': 0.9451611638069153}"
3432,"{'label': 'POS', 'score': 0.9544233083724976}"
3433,"{'label': 'NEG', 'score': 0.8527688384056091}"
3434,"{'label': 'NEU', 'score': 0.9451611638069153}"
3435,"{'label': 'POS', 'score': 0.9544233083724976}"
3436,"{'label': 'NEU', 'score': 0.9261515140533447}"
3437,"{'label': 'NEU', 'score': 0.9495889544487}"
3438,"{'label': 'NEU', 'score': 0.9381793737411499}"
3439,"{'label': 'NEU', 'score': 0.671814501285553}"
3440,"{'label': 'NEU', 'score': 0.9695967435836792}"
3441,"{'label': 'NEU', 'score': 0.9373478293418884}"
3442,"{'label': 'NEU', 'score': 0.8729652166366577}"
3443,"{'label': 'POS', 'score': 0.9548608064651489}"
3444,"{'label': 'NEU', 'score': 0.949343204498291}"
3445,"{'label': 'NEG', 'score': 0.9146111011505127}"
3446,"{'label': 'NEU', 'score': 0.7838060855865479}"
3447,"{'label': 'POS', 'score': 0.583638072013855}"
3448,"{'label': 'NEU', 'score': 0.7350476384162903}"
3449,"{'label': 'NEU', 'score': 0.9377689957618713}"
3450,"{'label': 'NEU', 'score': 0.9104869961738586}"
3451,"{'label': 'POS', 'score': 0.9168598055839539}"
3452,"{'label': 'NEU', 'score': 0.7941070199012756}"
3453,"{'label': 'NEU', 'score': 0.7741408348083496}"
3454,"{'label': 'NEU', 'score': 0.7764667868614197}"
3455,"{'label': 'POS', 'score': 0.6821560263633728}"
3456,"{'label': 'NEU', 'score': 0.7764667868614197}"
3457,"{'label': 'POS', 'score': 0.6821560263633728}"
3458,"{'label': 'NEU', 'score': 0.7764667868614197}"
3459,"{'label': 'POS', 'score': 0.6821560263633728}"
3460,"{'label': 'NEU', 'score': 0.7764667868614197}"
3461,"{'label': 'POS', 'score': 0.6821560263633728}"
3462,"{'label': 'POS', 'score': 0.9754873514175415}"
3463,"{'label': 'POS', 'score': 0.8286309242248535}"
3464,"{'label': 'POS', 'score': 0.9618192911148071}"
3465,"{'label': 'NEU', 'score': 0.9296026825904846}"
3466,"{'label': 'POS', 'score': 0.6523569226264954}"
3467,"{'label': 'NEU', 'score': 0.9448694586753845}"
3468,"{'label': 'NEU', 'score': 0.9448694586753845}"
3469,"{'label': 'NEU', 'score': 0.8224580883979797}"
3470,"{'label': 'NEU', 'score': 0.949312686920166}"
3471,"{'label': 'NEU', 'score': 0.9469560384750366}"
3472,"{'label': 'NEG', 'score': 0.6206309199333191}"
3473,"{'label': 'NEU', 'score': 0.9448694586753845}"
3474,"{'label': 'NEU', 'score': 0.8224580883979797}"
3475,"{'label': 'NEU', 'score': 0.949312686920166}"
3476,"{'label': 'NEU', 'score': 0.9469560384750366}"
3477,"{'label': 'NEG', 'score': 0.6206309199333191}"
